2014-11-18T00:00:00;450000;31;373
2014-11-18T01:00:00;450000;32;366
2014-11-18T02:00:00;450000;28;380
2014-11-18T03:00:00;450000;31;383
2014-11-18T04:00:00;450000;32;391
2014-11-18T05:00:00;450000;32;389
2014-11-18T06:00:00;450000;32;375
2014-11-18T07:00:00;450000;37;340
2014-11-18T08:00:00;450000;47;315
2014-11-18T09:00:00;450000;55;293
2014-11-18T10:00:00;450000;61;284
2014-11-18T11:00:00;450000;64;269
2014-11-18T12:00:00;450000;67;278
2014-11-18T13:00:00;450000;71;286
2014-11-18T14:00:00;450000;71;310
2014-11-18T15:00:00;450000;69;335
2014-11-18T16:00:00;450000;63;344
2014-11-18T17:00:00;450000;54;341
2014-11-18T18:00:00;450000;44;338
2014-11-18T19:00:00;450000;39;341
2014-11-18T20:00:00;450000;38;353
2014-11-18T21:00:00;450000;38;351
2014-11-18T22:00:00;450000;35;361
2014-11-18T23:00:00;450000;33;370
2014-11-18T23:00:00;450000;56;383
2014-11-19T00:00:00;450000;79;391
2014-11-19T01:00:00;450000;81;392
2014-11-19T02:00:00;450000;83;406
2014-11-19T03:00:00;450000;81;415
2014-11-19T04:00:00;450000;79;415
2014-11-19T05:00:00;450000;57;416
2014-11-19T06:00:00;450000;44;394
2014-11-19T07:00:00;450000;51;337
2014-11-19T08:00:00;450000;54;299
2014-11-19T09:00:00;450000;57;286
2014-11-19T10:00:00;450000;59;284
2014-11-19T11:00:00;450000;60;284
2014-11-19T12:00:00;450000;62;303
2014-11-19T13:00:00;450000;61;324
2014-11-19T14:00:00;450000;58;349
2014-11-19T15:00:00;450000;56;345
2014-11-19T16:00:00;450000;51;341
2014-11-19T17:00:00;450000;47;338
2014-11-19T18:00:00;450000;42;339
2014-11-19T19:00:00;450000;39;348
2014-11-19T20:00:00;450000;39;352
2014-11-19T21:00:00;450000;38;350
2014-11-19T22:00:00;450000;40;362
2014-11-19T23:00:00;450000;22;374
2014-11-20T00:00:00;450000;22;376
2014-11-20T01:00:00;450000;23;392
2014-11-20T02:00:00;450000;23;394
2014-11-20T03:00:00;450000;22;398
2014-11-20T04:00:00;450000;22;401
2014-11-20T05:00:00;450000;23;368
2014-11-20T06:00:00;450000;27;351
2014-11-20T07:00:00;450000;36;334
2014-11-20T08:00:00;450000;46;329
2014-11-20T09:00:00;450000;51;328
2014-11-20T10:00:00;450000;55;331
2014-11-20T11:00:00;450000;58;350
2014-11-20T12:00:00;450000;61;355
2014-11-20T13:00:00;450000;60;364
2014-11-20T14:00:00;450000;56;367
2014-11-20T15:00:00;450000;51;360
2014-11-20T16:00:00;450000;42;355
2014-11-20T17:00:00;450000;33;360
2014-11-20T18:00:00;450000;35;363
2014-11-20T19:00:00;450000;36;360
2014-11-20T20:00:00;450000;32;355
2014-11-20T21:00:00;450000;28;350
2014-11-20T22:00:00;450000;26;355
2014-11-20T23:00:00;450000;26;355
2014-11-21T00:00:00;450000;23;370
